transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,total_amount
T45410,C001,P002,2023-01-23,2,2000,4000
T50060,C002,P002,2023-01-20,1,2000,2000
T13287,C003,P003,2024-03-28,1,7500,7500
T34190,C008,P007,2023-11-22,11,150,1650
T42887,C002,P002,2023-04-29,1,2000,2000
T15109,C007,P006,2023-10-04,2,1200,2400
T12220,C007,P006,2023-09-23,2,1200,2400
T36142,C007,P006,2024-12-11,1,1200,1200
T34437,C003,P003,2024-08-03,2,7500,15000
T41959,C001,P001,2023-06-05,1,55000,55000
T28692,C004,P003,2023-10-01,1,7500,7500
T48602,C002,P002,2024-11-04,3,2000,6000
T44916,C010,P005,2023-06-20,2,30000,60000
T4643,C008,P007,2023-11-10,11,150,1650
T14307,C010,P005,2023-11-26,1,30000,30000
T10724,C001,P002,2023-02-28,2,2000,4000
T37301,C001,P002,2024-06-22,1,2000,2000
T41571,C004,P003,2024-01-24,2,7500,15000
T33672,C003,P003,2023-09-25,1,7500,7500
T9501,C010,P005,2023-11-30,2,30000,60000
T13865,C001,P002,2024-01-05,1,2000,2000
T40517,C008,P007,2023-12-23,11,150,1650
T14168,C002,P002,2024-12-02,3,2000,6000
T10392,C010,P005,2024-07-24,1,30000,30000
T4248,C004,P003,2024-04-15,1,7500,7500
T9913,C009,P004,2023-12-14,3,500,1500
T49146,C010,P005,2024-05-05,1,30000,30000
T11427,C010,P005,2024-07-10,1,30000,30000
T44152,C007,P006,2023-02-08,3,1200,3600
T51860,C002,P002,2023-07-01,3,2000,6000
T30408,C010,P005,2024-05-08,1,30000,30000
T40078,C001,P001,2023-09-14,1,55000,55000
T24584,C001,P002,2023-12-17,1,2000,2000
T45979,C007,P006,2024-02-16,3,1200,3600
T33331,C009,P004,2023-07-10,2,500,1000
T30103,C007,P006,2023-09-29,1,1200,1200
T11072,C002,P002,2023-02-15,1,2000,2000
T50400,C004,P003,2024-07-26,1,7500,7500
T49914,C004,P003,2023-06-07,1,7500,7500
T36792,C004,P003,2023-05-20,1,7500,7500
T34255,C001,P001,2024-03-22,2,55000,110000
T43184,C002,P002,2023-11-15,2,2000,4000
T13307,C001,P002,2024-08-24,1,2000,2000
T22023,C004,P003,2024-03-18,1,7500,7500
T46483,C007,P006,2023-06-06,1,1200,1200
T1181,C002,P002,2024-10-03,3,2000,6000
T17671,C009,P004,2024-02-26,3,500,1500
T10206,C004,P003,2023-12-31,1,7500,7500
T13441,C009,P004,2023-06-18,3,500,1500
T54097,C007,P006,2024-01-10,1,1200,1200
T31742,C008,P007,2023-05-11,9,150,1350
T14314,C009,P004,2024-08-11,2,500,1000
T28933,C007,P006,2024-01-14,3,1200,3600
T42760,C001,P001,2023-05-24,1,55000,55000
T42019,C007,P006,2023-07-08,2,1200,2400
T50878,C001,P001,2023-12-14,2,55000,110000
T28442,C002,P002,2023-04-25,2,2000,4000
T38963,C002,P002,2024-06-15,1,2000,2000
T2143,C001,P001,2024-04-13,2,55000,110000
T43911,C004,P003,2024-02-20,1,7500,7500
T42629,C001,P002,2023-02-23,1,2000,2000
T46780,C007,P006,2023-12-15,3,1200,3600
T44166,C003,P003,2024-03-21,1,7500,7500
T46169,C008,P007,2023-10-01,11,150,1650
T53326,C001,P001,2023-11-27,2,55000,110000
T6882,C010,P005,2023-04-30,1,30000,30000
T42277,C009,P004,2023-01-03,3,500,1500
T33805,C001,P001,2023-09-27,1,55000,55000
T34363,C001,P001,2024-08-10,1,55000,55000
T16985,C002,P002,2023-02-25,3,2000,6000
T13539,C003,P003,2024-12-30,2,7500,15000
T22377,C003,P003,2023-12-16,1,7500,7500
T47707,C007,P006,2024-08-09,3,1200,3600
T35099,C008,P007,2024-09-10,9,150,1350
T2008,C001,P001,2024-11-14,2,55000,110000
T49759,C007,P006,2023-02-14,2,1200,2400
T39021,C010,P005,2024-10-24,1,30000,30000
T41153,C001,P002,2023-06-29,1,2000,2000
T50038,C007,P006,2023-07-20,2,1200,2400
T21415,C009,P004,2023-03-11,2,500,1000
T16516,C001,P001,2023-10-11,1,55000,55000
T20036,C002,P002,2023-08-29,1,2000,2000
T9147,C003,P003,2024-09-11,1,7500,7500
T20487,C003,P003,2023-12-13,2,7500,15000
T28545,C010,P005,2024-06-01,1,30000,30000
T23952,C003,P003,2024-08-27,1,7500,7500
T11612,C002,P002,2024-04-25,2,2000,4000
T47597,C001,P002,2024-02-22,1,2000,2000
T11308,C009,P004,2023-01-18,3,500,1500
T30112,C007,P006,2023-02-14,1,1200,1200
T36935,C008,P007,2024-05-18,9,150,1350
T47728,C001,P001,2024-08-06,1,55000,55000
T43226,C008,P007,2023-07-09,11,150,1650
T24327,C004,P003,2024-11-10,1,7500,7500
T46012,C009,P004,2023-11-28,2,500,1000
T54105,C010,P005,2024-05-11,2,30000,60000
T38915,C008,P007,2024-11-29,11,150,1650
T37184,C001,P002,2023-08-05,1,2000,2000
T32453,C008,P007,2023-03-03,11,150,1650
T52531,C007,P006,2023-10-12,2,1200,2400
T21120,C010,P005,2024-12-08,1,30000,30000
T51293,C002,P002,2024-12-28,2,2000,4000
T5285,C002,P002,2024-12-01,3,2000,6000
T30449,C002,P002,2023-11-02,2,2000,4000
T43523,C008,P007,2024-04-20,9,150,1350
T41442,C010,P005,2023-01-17,1,30000,30000
T19417,C009,P004,2024-11-11,4,500,2000
T46230,C010,P005,2023-06-22,1,30000,30000
T51788,C002,P002,2023-05-06,3,2000,6000
T12313,C001,P001,2024-01-01,1,55000,55000
T2623,C009,P004,2024-03-17,2,500,1000
T47787,C010,P005,2024-12-17,1,30000,30000
T48262,C009,P004,2024-02-29,2,500,1000
T9134,C008,P007,2024-01-14,11,150,1650
T13555,C001,P001,2023-06-01,2,55000,110000
T42096,C003,P003,2024-05-28,2,7500,15000
T10737,C004,P003,2023-01-23,1,7500,7500
T47848,C009,P004,2023-06-25,3,500,1500
T8609,C001,P002,2024-09-16,1,2000,2000
T38475,C004,P003,2023-01-01,1,7500,7500
T1237,C009,P004,2023-10-28,3,500,1500
T20176,C007,P006,2023-03-14,2,1200,2400
T44065,C001,P001,2023-04-25,2,55000,110000
T50574,C003,P003,2023-11-19,2,7500,15000
T3877,C007,P006,2024-08-21,2,1200,2400
T12214,C001,P001,2024-10-17,2,55000,110000
T8231,C001,P002,2024-01-10,2,2000,4000
T32461,C007,P006,2024-01-16,2,1200,2400
T48755,C002,P002,2024-11-03,2,2000,4000
T38337,C010,P005,2023-02-25,2,30000,60000
T16798,C009,P004,2024-05-09,2,500,1000
T13556,C002,P002,2024-09-06,1,2000,2000
T7110,C004,P003,2023-02-07,2,7500,15000
T42981,C010,P005,2024-01-29,1,30000,30000
T35882,C008,P007,2024-08-05,10,150,1500
T5919,C010,P005,2024-04-10,2,30000,60000
T19479,C003,P003,2023-09-21,2,7500,15000
T25645,C009,P004,2023-11-03,4,500,2000
T37626,C010,P005,2023-07-04,2,30000,60000
T8301,C003,P003,2023-03-05,1,7500,7500
T24615,C004,P003,2024-05-10,1,7500,7500
T23561,C008,P007,2024-06-17,9,150,1350
T11178,C004,P003,2024-01-06,2,7500,15000
T26126,C008,P007,2024-01-01,11,150,1650
T52948,C001,P001,2024-04-03,1,55000,55000
T2210,C001,P002,2023-08-27,1,2000,2000
T4704,C010,P005,2023-01-05,1,30000,30000
T32299,C007,P006,2024-10-15,2,1200,2400
T49036,C009,P004,2024-07-20,3,500,1500
T19965,C003,P003,2023-12-19,1,7500,7500
T15458,C001,P002,2024-08-02,1,2000,2000
T17723,C002,P002,2023-12-13,2,2000,4000
T20397,C003,P003,2023-03-29,1,7500,7500
T35623,C001,P001,2024-10-26,1,55000,55000
T51167,C002,P002,2024-09-06,2,2000,4000
T46856,C002,P002,2023-07-20,1,2000,2000
T3259,C001,P001,2024-01-28,1,55000,55000
T2335,C009,P004,2023-02-05,3,500,1500
T48604,C009,P004,2023-08-17,3,500,1500
T17711,C008,P007,2024-06-12,11,150,1650
T10232,C008,P007,2024-01-30,9,150,1350
T13980,C003,P003,2024-10-21,2,7500,15000
T1248,C010,P005,2023-08-06,2,30000,60000
T35006,C001,P002,2023-06-13,2,2000,4000
T33436,C001,P001,2023-01-07,1,55000,55000
T48653,C008,P007,2023-02-18,11,150,1650
T30615,C010,P005,2024-07-01,1,30000,30000
T39917,C002,P002,2023-11-20,2,2000,4000
T3453,C010,P005,2023-07-20,1,30000,30000
T35309,C002,P002,2023-09-17,3,2000,6000
T27343,C001,P001,2023-07-27,1,55000,55000
T46911,C003,P003,2023-09-23,2,7500,15000
T37799,C008,P007,2023-03-02,10,150,1500
T17172,C004,P003,2024-11-18,2,7500,15000
T41104,C001,P001,2024-12-09,1,55000,55000
T54663,C010,P005,2023-09-02,2,30000,60000
T42931,C001,P001,2023-11-18,2,55000,110000
T31975,C007,P006,2024-05-21,1,1200,1200
T10974,C003,P003,2024-04-14,1,7500,7500
T49062,C003,P003,2024-10-02,1,7500,7500
T43477,C007,P006,2024-03-03,1,1200,1200
T26777,C002,P002,2024-09-27,3,2000,6000
T6038,C008,P007,2023-08-21,10,150,1500
T19846,C001,P001,2023-02-01,1,55000,55000
T37387,C001,P001,2023-03-20,1,55000,55000
T14179,C009,P004,2023-05-07,3,500,1500
T29053,C001,P001,2024-01-19,1,55000,55000
T26751,C003,P003,2024-09-24,2,7500,15000
T42052,C009,P004,2024-04-09,4,500,2000
T51646,C009,P004,2023-07-15,2,500,1000
T19501,C007,P006,2024-03-21,2,1200,2400
T42201,C004,P003,2024-01-30,1,7500,7500
T23607,C004,P003,2024-07-06,2,7500,15000
T16101,C004,P003,2023-03-15,2,7500,15000
T15504,C010,P005,2024-04-29,2,30000,60000
T35827,C007,P006,2023-09-05,3,1200,3600
T5400,C004,P003,2023-09-19,1,7500,7500
T54934,C007,P006,2024-11-21,2,1200,2400
T13805,C008,P007,2024-04-25,9,150,1350
T43541,C008,P007,2023-02-01,11,150,1650
T43622,C008,P007,2024-01-15,11,150,1650
T41227,C007,P006,2024-12-08,1,1200,1200
T18418,C009,P004,2023-03-17,3,500,1500
T22888,C001,P001,2023-02-14,1,55000,55000
T54471,C003,P003,2023-03-22,1,7500,7500
T26213,C001,P002,2024-07-30,2,2000,4000
T27486,C004,P003,2024-12-23,2,7500,15000
T9672,C010,P005,2023-02-09,1,30000,30000
T13802,C001,P002,2023-06-25,1,2000,2000
T52354,C001,P001,2023-04-27,2,55000,110000
T50854,C009,P004,2023-11-08,2,500,1000
T44237,C002,P002,2024-06-07,1,2000,2000
T35081,C008,P007,2024-02-01,11,150,1650
T4833,C004,P003,2023-01-18,1,7500,7500
T45830,C002,P002,2023-06-06,2,2000,4000
T32411,C002,P002,2024-02-02,1,2000,2000
T54754,C007,P006,2024-11-13,3,1200,3600
T30276,C004,P003,2023-01-18,1,7500,7500
T11059,C007,P006,2023-12-09,2,1200,2400
T20388,C003,P003,2023-08-08,1,7500,7500
T7010,C008,P007,2023-09-27,9,150,1350
T48592,C001,P001,2024-05-09,1,55000,55000
T20559,C003,P003,2023-12-21,1,7500,7500
T42840,C004,P003,2023-09-05,1,7500,7500
T21164,C001,P002,2023-02-13,2,2000,4000
T39249,C004,P003,2024-07-03,2,7500,15000
T31043,C002,P002,2023-11-19,2,2000,4000
T16035,C010,P005,2023-11-07,1,30000,30000
T12710,C002,P002,2023-01-21,2,2000,4000
T2284,C007,P006,2024-08-12,2,1200,2400
T9641,C002,P002,2023-02-14,3,2000,6000
T53239,C009,P004,2024-09-05,4,500,2000
T34258,C009,P004,2023-02-19,4,500,2000
T32771,C002,P002,2024-11-09,3,2000,6000
T37696,C009,P004,2024-05-27,2,500,1000
T39956,C001,P002,2023-11-08,1,2000,2000
T20512,C001,P001,2024-10-07,1,55000,55000
T27749,C002,P002,2024-06-28,1,2000,2000
T15606,C004,P003,2024-06-10,1,7500,7500
T52141,C009,P004,2023-06-09,2,500,1000
T43149,C003,P003,2023-09-24,1,7500,7500
T17657,C008,P007,2023-03-04,11,150,1650
T2023,C007,P006,2024-01-23,1,1200,1200
T41054,C001,P002,2023-05-18,1,2000,2000
T25525,C001,P001,2024-08-27,2,55000,110000
T28627,C007,P006,2024-03-12,2,1200,2400
T19457,C008,P007,2023-06-20,10,150,1500
T52223,C001,P002,2024-10-12,2,2000,4000
T24568,C007,P006,2024-06-12,2,1200,2400
T53889,C010,P005,2023-09-18,2,30000,60000
T8275,C009,P004,2023-05-05,3,500,1500
T32906,C002,P002,2023-10-02,1,2000,2000
T28942,C007,P006,2024-04-06,2,1200,2400
T49037,C001,P002,2023-03-22,1,2000,2000
T42012,C004,P003,2024-02-08,1,7500,7500
T36648,C004,P003,2023-03-11,1,7500,7500
T17875,C001,P001,2024-01-16,2,55000,110000
T47626,C007,P006,2024-01-17,3,1200,3600
T46034,C008,P007,2024-01-26,11,150,1650
T48852,C004,P003,2024-04-16,1,7500,7500
T33686,C008,P007,2024-07-08,10,150,1500
T7197,C010,P005,2024-01-11,2,30000,60000
T8375,C001,P002,2023-02-17,2,2000,4000
T19924,C007,P006,2024-07-31,2,1200,2400
T49131,C004,P003,2024-02-27,2,7500,15000
T38427,C010,P005,2023-02-11,1,30000,30000
T24680,C002,P002,2024-10-15,1,2000,2000
T5160,C003,P003,2023-03-20,2,7500,15000
T48160,C001,P001,2023-07-10,1,55000,55000
T45455,C001,P002,2023-10-19,1,2000,2000
T38586,C003,P003,2024-06-26,1,7500,7500
T25778,C002,P002,2023-03-14,1,2000,2000
T45250,C007,P006,2023-12-29,1,1200,1200
T37393,C007,P006,2024-10-29,2,1200,2400
T27959,C001,P002,2023-10-26,1,2000,2000
T3633,C010,P005,2023-02-05,1,30000,30000
T31442,C001,P002,2024-01-04,2,2000,4000
T11144,C002,P002,2023-04-20,3,2000,6000
T32534,C008,P007,2024-11-22,9,150,1350
T10137,C003,P003,2024-08-25,1,7500,7500
T35641,C001,P001,2023-12-23,1,55000,55000
T17147,C002,P002,2024-06-26,1,2000,2000
T5178,C003,P003,2024-01-18,1,7500,7500
T13414,C009,P004,2024-05-11,3,500,1500
T48570,C010,P005,2024-03-09,1,30000,30000
T40158,C004,P003,2024-11-08,1,7500,7500
T25391,C002,P002,2023-07-11,2,2000,4000
T9251,C008,P007,2023-09-18,10,150,1500
T1550,C002,P002,2023-09-29,3,2000,6000
T19679,C001,P002,2023-05-14,1,2000,2000
T18385,C007,P006,2024-12-03,3,1200,3600
T36091,C001,P001,2023-08-12,1,55000,55000
T21363,C010,P005,2023-08-14,2,30000,60000
T31409,C008,P007,2023-04-27,9,150,1350
T32399,C008,P007,2023-01-24,10,150,1500
T36300,C003,P003,2023-08-02,1,7500,7500
T44263,C001,P001,2023-05-27,2,55000,110000
T19785,C003,P003,2023-05-19,2,7500,15000
T24654,C003,P003,2023-05-13,2,7500,15000
T29576,C002,P002,2023-01-13,3,2000,6000
T35342,C008,P007,2023-05-15,9,150,1350
T13589,C008,P007,2024-01-20,11,150,1650
T29175,C010,P005,2023-01-05,1,30000,30000
T20263,C009,P004,2023-10-13,4,500,2000
T15653,C002,P002,2023-02-26,3,2000,6000
T47428,C007,P006,2023-03-05,3,1200,3600
T31558,C009,P004,2023-06-14,2,500,1000
T5949,C004,P003,2023-07-15,1,7500,7500
T19532,C002,P002,2024-05-23,1,2000,2000
T46849,C009,P004,2024-07-04,4,500,2000
T4316,C001,P002,2024-12-15,1,2000,2000
T53492,C001,P002,2024-04-18,1,2000,2000
T16539,C010,P005,2024-01-01,1,30000,30000
T48840,C010,P005,2023-06-06,1,30000,30000
T51298,C007,P006,2024-09-21,3,1200,3600
T34995,C003,P003,2024-03-30,2,7500,15000
T27815,C001,P002,2023-01-10,1,2000,2000
T31026,C003,P003,2023-06-06,1,7500,7500
T53374,C009,P004,2023-01-01,2,500,1000
T15159,C003,P003,2024-03-10,1,7500,7500
T47666,C002,P002,2024-04-29,1,2000,2000
T54238,C009,P004,2024-11-09,2,500,1000
T15812,C008,P007,2023-10-03,10,150,1500
T7237,C001,P001,2024-01-11,2,55000,110000
T36083,C002,P002,2024-02-13,2,2000,4000
T32293,C001,P001,2024-06-28,2,55000,110000
T4524,C010,P005,2023-07-23,2,30000,60000
T47638,C001,P001,2024-07-20,2,55000,110000
T22583,C002,P002,2024-06-09,1,2000,2000
T21330,C004,P003,2023-08-24,1,7500,7500
T23291,C008,P007,2024-01-22,10,150,1500
T8571,C003,P003,2024-07-23,1,7500,7500
T29653,C007,P006,2023-07-16,2,1200,2400
T39086,C008,P007,2023-01-31,11,150,1650
T25865,C008,P007,2023-02-14,10,150,1500
T34858,C001,P001,2024-08-19,2,55000,110000
T45503,C008,P007,2023-11-30,11,150,1650
T11343,C003,P003,2023-10-29,1,7500,7500
T46137,C003,P003,2023-10-24,2,7500,15000
T45907,C007,P006,2024-05-06,2,1200,2400
T54404,C008,P007,2024-06-05,11,150,1650
T37422,C004,P003,2023-05-07,1,7500,7500
T24975,C004,P003,2023-11-24,1,7500,7500
T5771,C002,P002,2024-10-15,2,2000,4000
T4719,C003,P003,2024-01-09,2,7500,15000
T7355,C002,P002,2023-06-10,2,2000,4000
T7521,C010,P005,2023-03-31,2,30000,60000
T31491,C004,P003,2024-12-26,1,7500,7500
T47879,C008,P007,2024-06-19,9,150,1350
T10288,C001,P001,2024-08-16,1,55000,55000
T25693,C007,P006,2023-11-23,1,1200,1200
T18595,C001,P001,2023-08-28,1,55000,55000
T27457,C007,P006,2024-09-08,1,1200,1200
T54798,C010,P005,2023-09-06,2,30000,60000
T13372,C007,P006,2024-11-01,1,1200,1200
T49859,C008,P007,2024-09-29,9,150,1350
T3284,C008,P007,2024-11-11,10,150,1500
T19487,C002,P002,2023-09-27,2,2000,4000
T44542,C001,P001,2024-09-08,2,55000,110000
T40333,C009,P004,2023-07-15,2,500,1000
T38299,C009,P004,2023-04-28,2,500,1000
T15400,C001,P001,2024-12-07,1,55000,55000
T14719,C009,P004,2023-10-23,2,500,1000
T32196,C003,P003,2024-10-25,2,7500,15000
T4503,C003,P003,2023-08-05,1,7500,7500
T13903,C007,P006,2024-03-05,3,1200,3600
T7987,C009,P004,2024-12-21,3,500,1500
T31295,C002,P002,2024-05-02,1,2000,2000
T26200,C001,P001,2023-06-29,1,55000,55000
T54003,C003,P003,2023-12-27,1,7500,7500
T25850,C002,P002,2023-04-19,3,2000,6000
T16267,C009,P004,2023-02-14,2,500,1000
T1838,C002,P002,2024-04-26,3,2000,6000
T41431,C009,P004,2024-04-24,2,500,1000
T25912,C001,P001,2023-02-14,1,55000,55000
T36836,C008,P007,2024-04-30,11,150,1650
T35539,C007,P006,2024-07-06,1,1200,1200
T11252,C002,P002,2024-08-17,2,2000,4000
T48950,C008,P007,2024-11-03,9,150,1350
T22772,C002,P002,2023-09-14,2,2000,4000
T19698,C010,P005,2024-10-08,1,30000,30000
T38478,C003,P003,2023-02-09,2,7500,15000
T15124,C009,P004,2024-05-19,3,500,1500
T54979,C007,P006,2023-11-12,2,1200,2400
T34611,C010,P005,2023-01-02,2,30000,60000
T4287,C003,P003,2024-04-23,2,7500,15000
T9661,C009,P004,2024-02-12,4,500,2000
T6394,C009,P004,2024-09-01,4,500,2000
T32530,C009,P004,2024-11-26,3,500,1500
T8858,C002,P002,2023-06-25,1,2000,2000
T38471,C001,P002,2023-08-12,2,2000,4000
T5159,C002,P002,2024-02-13,2,2000,4000
T2240,C008,P007,2023-04-25,10,150,1500
T27438,C010,P005,2023-04-08,2,30000,60000
T15203,C002,P002,2024-03-30,2,2000,4000
T1267,C007,P006,2023-03-30,3,1200,3600
T15174,C004,P003,2023-11-15,1,7500,7500
T54756,C004,P003,2023-09-08,2,7500,15000
T51277,C009,P004,2023-10-08,3,500,1500
T53821,C001,P001,2024-06-29,2,55000,110000
T18998,C008,P007,2024-12-01,11,150,1650
T9091,C001,P001,2024-06-12,1,55000,55000
T40021,C007,P006,2023-09-05,2,1200,2400
T38191,C009,P004,2023-08-04,2,500,1000
T17293,C009,P004,2024-04-18,2,500,1000
T13712,C001,P002,2024-03-15,2,2000,4000
T36905,C001,P002,2023-08-19,2,2000,4000
T51083,C008,P007,2024-04-17,9,150,1350
T21216,C003,P003,2023-12-03,1,7500,7500
T8611,C007,P006,2023-01-14,3,1200,3600
T30067,C007,P006,2023-05-03,2,1200,2400
T6570,C004,P003,2023-04-11,2,7500,15000
T7543,C001,P001,2023-05-30,2,55000,110000
T40352,C001,P002,2023-09-08,2,2000,4000
T44224,C007,P006,2024-07-24,3,1200,3600
T23014,C001,P001,2024-10-06,1,55000,55000
T7860,C003,P003,2023-11-06,1,7500,7500
T51174,C004,P003,2024-05-29,1,7500,7500
T23964,C010,P005,2024-05-22,1,30000,30000
T41210,C008,P007,2024-06-07,10,150,1500
T48682,C001,P001,2024-09-07,1,55000,55000
T23033,C002,P002,2023-11-19,3,2000,6000
T36715,C009,P004,2023-08-29,3,500,1500
T26796,C003,P003,2023-10-08,2,7500,15000
T36603,C004,P003,2024-10-20,1,7500,7500
T11250,C004,P003,2023-05-02,2,7500,15000
T25613,C008,P007,2023-08-04,9,150,1350
T14095,C001,P001,2023-01-04,2,55000,110000
T18552,C003,P003,2024-06-10,2,7500,15000
T40192,C007,P006,2024-08-17,2,1200,2400
T13313,C002,P002,2023-04-15,1,2000,2000
T52870,C009,P004,2023-05-22,2,500,1000
T39189,C003,P003,2023-01-22,2,7500,15000
T21060,C004,P003,2024-11-30,2,7500,15000
T50141,C002,P002,2024-07-12,2,2000,4000
T12396,C003,P003,2024-09-05,2,7500,15000
T23569,C007,P006,2023-03-15,1,1200,1200
T39226,C009,P004,2023-02-16,3,500,1500
T10959,C010,P005,2024-07-20,1,30000,30000
T15971,C001,P002,2024-03-28,2,2000,4000
T26667,C004,P003,2023-07-18,2,7500,15000
T31249,C001,P001,2023-09-08,1,55000,55000
T29076,C010,P005,2023-07-16,1,30000,30000
T10398,C003,P003,2023-09-19,2,7500,15000
T37104,C010,P005,2024-11-30,1,30000,30000
T34889,C001,P002,2023-04-30,2,2000,4000
T42868,C001,P001,2024-10-08,1,55000,55000
T51995,C002,P002,2023-07-13,3,2000,6000
T49514,C001,P002,2024-04-14,1,2000,2000
T5957,C008,P007,2023-01-31,11,150,1650
T13451,C001,P002,2024-07-08,2,2000,4000
T51046,C007,P006,2024-11-23,3,1200,3600
T46611,C004,P003,2024-09-18,1,7500,7500
T43732,C001,P001,2023-07-06,1,55000,55000
T14905,C001,P001,2024-05-06,1,55000,55000
T10562,C001,P002,2023-08-25,1,2000,2000
T46056,C003,P003,2023-05-08,1,7500,7500
T8080,C007,P006,2024-07-02,3,1200,3600
T21357,C004,P003,2023-04-27,1,7500,7500
T15898,C009,P004,2024-10-20,4,500,2000
T48944,C002,P002,2024-02-27,2,2000,4000
T39999,C003,P003,2024-05-25,2,7500,15000
T32025,C003,P003,2023-02-15,1,7500,7500
T37564,C007,P006,2024-06-10,2,1200,2400
T27948,C003,P003,2023-08-05,1,7500,7500
T44176,C009,P004,2023-02-23,4,500,2000
T16074,C004,P003,2024-01-01,1,7500,7500
T5029,C007,P006,2024-11-13,3,1200,3600
T9049,C009,P004,2024-08-12,2,500,1000
T32197,C009,P004,2023-09-24,2,500,1000
T53236,C001,P001,2023-10-31,2,55000,110000
T41124,C003,P003,2023-05-22,2,7500,15000
T46166,C001,P002,2024-01-31,1,2000,2000
T47060,C008,P007,2023-06-07,10,150,1500
T46417,C009,P004,2024-07-02,4,500,2000
T3622,C009,P004,2023-08-19,2,500,1000
T49079,C002,P002,2023-10-24,1,2000,2000
T53281,C001,P001,2024-03-25,1,55000,55000
T23704,C007,P006,2024-07-11,2,1200,2400
T37361,C002,P002,2024-03-26,2,2000,4000
T24670,C001,P001,2023-09-05,1,55000,55000
T20127,C003,P003,2024-08-26,2,7500,15000
T31738,C009,P004,2024-10-08,4,500,2000
T23667,C010,P005,2024-06-27,1,30000,30000
T48645,C004,P003,2023-01-08,1,7500,7500
T41490,C004,P003,2023-04-27,2,7500,15000
T13025,C002,P002,2023-03-05,1,2000,2000
T44107,C007,P006,2024-02-11,2,1200,2400
T49205,C002,P002,2023-12-12,3,2000,6000
T25163,C008,P007,2024-12-26,10,150,1500
T51697,C001,P001,2023-03-15,1,55000,55000
T30649,C009,P004,2024-07-28,3,500,1500
T32572,C001,P001,2023-09-10,2,55000,110000
T51540,C010,P005,2024-12-25,1,30000,30000
T31817,C002,P002,2023-01-19,3,2000,6000
T37508,C001,P002,2023-03-01,1,2000,2000
T48793,C009,P004,2023-02-22,3,500,1500
T3149,C008,P007,2024-07-31,9,150,1350
T4614,C010,P005,2024-12-19,1,30000,30000
T37247,C001,P002,2023-07-08,1,2000,2000
T38966,C001,P002,2023-12-25,1,2000,2000
T47449,C001,P001,2023-07-05,1,55000,55000
T12759,C010,P005,2023-01-02,1,30000,30000
T31546,C001,P001,2024-10-26,1,55000,55000
T3374,C008,P007,2023-02-23,11,150,1650
T23968,C001,P001,2024-11-02,1,55000,55000
T12444,C010,P005,2024-01-14,1,30000,30000
T35201,C002,P002,2023-03-23,2,2000,4000
T41144,C001,P002,2023-01-18,1,2000,2000
T3097,C001,P001,2024-11-21,1,55000,55000
T38185,C007,P006,2024-03-30,1,1200,1200
T53886,C003,P003,2023-12-23,1,7500,7500
T42079,C009,P004,2024-02-26,4,500,2000
T19673,C008,P007,2024-05-07,9,150,1350
T11037,C003,P003,2024-02-04,1,7500,7500
T46365,C010,P005,2024-09-03,1,30000,30000
T15589,C001,P001,2024-08-31,1,55000,55000
T5764,C009,P004,2024-10-17,3,500,1500
T2410,C007,P006,2023-12-29,1,1200,1200
T50484,C003,P003,2024-09-16,2,7500,15000
T41937,C010,P005,2023-01-09,1,30000,30000
T40786,C007,P006,2023-03-04,3,1200,3600
T33420,C003,P003,2023-05-09,1,7500,7500
T11007,C004,P003,2023-11-07,1,7500,7500
T42716,C002,P002,2023-04-16,1,2000,2000
T35796,C003,P003,2023-07-17,1,7500,7500
T11802,C003,P003,2024-06-06,2,7500,15000
T49875,C010,P005,2023-02-03,1,30000,30000
T15064,C007,P006,2024-09-15,1,1200,1200
T1226,C002,P002,2023-07-24,2,2000,4000
T3474,C004,P003,2024-07-02,1,7500,7500
T40211,C008,P007,2024-05-12,9,150,1350
T12753,C004,P003,2023-10-03,1,7500,7500
T18656,C008,P007,2023-04-27,9,150,1350
T45044,C008,P007,2024-05-24,10,150,1500
T14214,C003,P003,2023-08-13,2,7500,15000
T6128,C008,P007,2024-07-11,11,150,1650
T11337,C010,P005,2024-05-02,2,30000,60000
T5770,C001,P001,2023-07-30,1,55000,55000
T26483,C001,P002,2024-04-05,2,2000,4000
T22284,C004,P003,2023-06-26,1,7500,7500
T49185,C004,P003,2023-06-02,1,7500,7500
T30291,C010,P005,2023-08-05,1,30000,30000
T14077,C001,P001,2024-09-22,1,55000,55000
T9628,C007,P006,2023-07-16,3,1200,3600
T17935,C007,P006,2024-02-12,3,1200,3600
T3949,C007,P006,2024-06-28,2,1200,2400
T2174,C001,P002,2023-08-17,1,2000,2000
T8901,C004,P003,2024-02-09,1,7500,7500
T29448,C004,P003,2024-01-27,1,7500,7500
T13353,C010,P005,2023-02-17,1,30000,30000
T16601,C001,P002,2024-02-18,2,2000,4000
T25670,C002,P002,2023-12-30,3,2000,6000
T31034,C002,P002,2023-01-04,2,2000,4000
T31705,C007,P006,2023-05-29,1,1200,1200
T17261,C008,P007,2024-04-25,11,150,1650
T30115,C001,P001,2023-12-21,1,55000,55000
T43385,C001,P002,2023-04-08,1,2000,2000
T3891,C003,P003,2024-11-25,1,7500,7500
T41908,C009,P004,2024-01-14,3,500,1500
T43660,C001,P001,2024-03-14,1,55000,55000
T47004,C010,P005,2023-05-25,1,30000,30000
T27994,C009,P004,2024-09-13,2,500,1000
